date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:13	13857/13857	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba92665-3621%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/vendor/jquery-steps/jquery.steps.min.js	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/vendor/jquery-steps/jquery.steps.min.js	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/index.html)
15:12:14	1090/1090	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba925e1-625%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/js/main.js	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/js/main.js	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/index.html)
15:12:14	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee11c4c-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/new_landingpage/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/index.html)
15:12:14	38384/38384	---M--	200	added ('OK')	application/font-woff2	etag:%225ba9266d-95f0%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/css/material-design-iconic-font.min.css)
15:12:15	50312/50312	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba9266d-c488%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/css/material-design-iconic-font.min.css)
15:12:16	99212/99212	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9266c-1838c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/material-icon/css/material-design-iconic-font.min.css)
15:12:16	8696/8696	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92657-21f8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:17	8696/8696	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92657-21f8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300d41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:18	7864/7864	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92649-1eb8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:19	10408/10408	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba9264f-28a8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:20	15764/15764	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9265e-3d94%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:20	52441/52441	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba9264a-ccd9%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:21	10018/10018	---M--	200	added ('OK')	application/octet-stream	etag:%225ba9265d-2722%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:21	10018/10018	---M--	200	added ('OK')	application/octet-stream	etag:%225ba9265d-2722%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italicd41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:22	9012/9012	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92645-2334%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:23	11868/11868	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92658-2e5c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:23	17264/17264	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92658-4370%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:24	58871/58871	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92644-e5f7%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-300italic.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:25	8692/8692	---M--	200	added ('OK')	application/octet-stream	etag:%225ba9265e-21f4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:26	8692/8692	---M--	200	added ('OK')	application/octet-stream	etag:%225ba9265e-21f4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regulard41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:27	7904/7904	---M--	200	added ('OK')	application/font-woff2	etag:%225ba9264a-1ee0%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:27	10400/10400	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba9264a-28a0%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:28	15724/15724	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92656-3d6c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:28	52388/52388	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92643-cca4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-regular.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:29	10007/10007	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92651-2717%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:29	10007/10007	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92651-2717%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italicd41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:30	9024/9024	---M--	200	added ('OK')	application/font-woff2	etag:%225ba9265c-2340%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:31	11868/11868	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92659-2e5c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:31	17132/17132	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92648-42ec%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:32	58717/58717	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92655-e55d%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-italic.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:34	8716/8716	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92653-220c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:34	8716/8716	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92653-220c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500d41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:35	7884/7884	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92654-1ecc%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:36	10420/10420	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92647-28b4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:37	15620/15620	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9265a-3d04%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:37	52187/52187	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba9264f-cbdb%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:38	10148/10148	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92657-27a4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:38	10148/10148	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92657-27a4%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italicd41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:39	9136/9136	---M--	200	added ('OK')	application/font-woff2	etag:%225ba9265b-23b0%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:39	11912/11912	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92654-2e88%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:40	17128/17128	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9265d-42e8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:41	58339/58339	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92649-e3e3%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-500italic.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:42	8638/8638	---M--	200	added ('OK')	application/octet-stream	etag:%225ba9265a-21be%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:43	8638/8638	---M--	200	added ('OK')	application/octet-stream	etag:%225ba9265a-21be%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600d41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:44	7812/7812	---M--	200	added ('OK')	application/font-woff2	etag:%225ba92659-1e84%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:44	10364/10364	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92656-287c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:45	15548/15548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba92653-3cbc%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:46	51916/51916	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92646-cacc%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-600.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:46	8616/8616	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92656-21a8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:47	8616/8616	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92656-21a8%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700d41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:48	7832/7832	---M--	200	added ('OK')	application/font-woff2	etag:%225ba9265e-1e98%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.woff2	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.woff2	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:49	10304/10304	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba92644-2840%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.woff	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.woff	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:50	15388/15388	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba9265b-3c1c%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.ttf	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.ttf	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:50	51343/51343	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba92651-c88f%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.svg	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700.svg	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:51	10015/10015	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92650-271f%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.eot	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
15:12:52	10015/10015	---M--	200	added ('OK')	application/octet-stream	etag:%225ba92650-271f%22	https://colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italic.eot?	C:/My%20Web%20Sites/new_landingpage/colorlib.com/etc/bwiz/colorlib-wizard-18/fonts/poppins/poppins-v5-latin-700italicd41d.eot	(from https://colorlib.com/etc/bwiz/colorlib-wizard-18/css/style.css)
